pos,url,name,points,best
42,https://rgtdb.com/user/65709,Ian stephens Sdw (0),196,37,4
43,https://rgtdb.com/user/101319,Martin Wilson,195,24,4
44,https://rgtdb.com/user/228203,Thijmen Cornelissens,185,36,3
45,https://rgtdb.com/user/137497,Jørgen Vanbers[яʀ]a,176,2,2
46,https://rgtdb.com/user/210578,Ben Van der burg,174,31,3
47,https://rgtdb.com/user/127225,Kenneth Vansina[pdl],171,42,3
48,https://rgtdb.com/user/96645,Marcin Szkudlarek,165,35,3
49,https://rgtdb.com/user/106173,Hendre Knoetze sanz,160,6,2
50,https://rgtdb.com/user/162587,Pedro Reis,153,39,3
51,https://rgtdb.com/user/78574,Stephen Bellio otr,152,39,3
52,https://rgtdb.com/user/87547,Nick Beale,150,11,2
53,https://rgtdb.com/user/197451,Chris (otr) Hopkinson(m),143,27,2
54,https://rgtdb.com/user/175226,Ross Collins,137,27,2
55,https://rgtdb.com/user/179576,Donald Grant sdw,129,39,3
56,https://rgtdb.com/user/189298,Rob Miller (m),119,33,2
57,https://rgtdb.com/user/149819,Peter Kennedy (m),118,36,2
58,https://rgtdb.com/user/235888,Rich Heath,117,40,2
59,https://rgtdb.com/user/91958,Gt Thakkar,116,41,3
60,https://rgtdb.com/user/237823,Tom Heremans,110,25,2
61,https://rgtdb.com/user/132921,Iain Davidson ,108,44,2
62,https://rgtdb.com/user/177199,Julian Fussell sdw,101,31,2
63,https://rgtdb.com/user/32313,Alex Pleger [яʀ],98,3,1
64,https://rgtdb.com/user/241893,Gaetan Calas,98,3,1
65,https://rgtdb.com/user/131274,Jan Deca [яʀ],98,3,1
66,https://rgtdb.com/user/74342,Nic Stevenson,97,4,1
67,https://rgtdb.com/user/183281,Chris Duffy bees,96,52,2
68,https://rgtdb.com/user/221746,Tom Yates-ijaz,96,47,2
69,https://rgtdb.com/user/5419,C. Riemens,95,6,1
70,https://rgtdb.com/user/165638,Mads Schnoor,95,6,1
71,https://rgtdb.com/user/118750,Sam Kimber,94,7,1
72,https://rgtdb.com/user/199111,Niko Nikodemiak,93,8,1
73,https://rgtdb.com/user/239729,John Bergensk-brt,93,8,1
74,https://rgtdb.com/user/194499,Kristof Keszthelyi-k,92,52,2
75,https://rgtdb.com/user/241161,Weiran Shen,91,54,2
76,https://rgtdb.com/user/172007,Patrick Boumann,89,67,3
77,https://rgtdb.com/user/149081,Sam Doshi,89,58,3
78,https://rgtdb.com/user/149169,Edu Harms [brt],88,13,1
79,https://rgtdb.com/user/243887,Jeffrey Hoevenaars,88,51,2
80,https://rgtdb.com/user/109368,Jim Ogilvie otr,87,14,1
81,https://rgtdb.com/user/175692,James Osborn ,87,14,1
82,https://rgtdb.com/user/63785,Henrik Mård [pdl],86,15,1
83,https://rgtdb.com/user/240834,Anders Borggaard,84,17,1
84,https://rgtdb.com/user/189396,Mads Klinksgaard,82,19,1
85,https://rgtdb.com/user/211440,Teun Sturmans,80,21,1
86,https://rgtdb.com/user/59104,Yahya Öksüzoglu,79,59,2
87,https://rgtdb.com/user/224881,Stefano Brunelli,79,22,1
88,https://rgtdb.com/user/189668,Thomas Medioni,78,23,1
89,https://rgtdb.com/user/225394,Ward Simons,76,25,1
90,https://rgtdb.com/user/96989,Mathieu Dupin,75,26,1
91,https://rgtdb.com/user/170063,Marco Verhoogt,75,63,2
92,https://rgtdb.com/user/243810,Nicolas Moreno,75,26,1
93,https://rgtdb.com/user/213664,Garrett Metz,75,55,2
94,https://rgtdb.com/user/206402,Paul Pudel otr,74,27,1
95,https://rgtdb.com/user/228324,Nic Lee,72,43,2
96,https://rgtdb.com/user/86836,Rob Bennett,69,32,1
97,https://rgtdb.com/user/192238,J. Pdq coach ,68,33,1
98,https://rgtdb.com/user/175229,Matthias  Goossens,67,34,1
99,https://rgtdb.com/user/213097,Angus Smith,66,35,1
100,https://rgtdb.com/user/192123,Bonehead Younger ,65,36,1
101,https://rgtdb.com/user/227118,Chris Dudley (o),63,38,1
102,https://rgtdb.com/user/229031,Kasper Hededam,61,40,1
103,https://rgtdb.com/user/238790,Jak yé Mitchell,60,41,1
104,https://rgtdb.com/user/232488,Scott  Crichton ,56,45,1
105,https://rgtdb.com/user/215631,Steve Dawson,56,45,1
106,https://rgtdb.com/user/214154,Christian  Sheridan m,55,46,1
107,https://rgtdb.com/user/244023,Harald Hofmeier,55,46,1
108,https://rgtdb.com/user/149649,El Wright (w),55,46,1
109,https://rgtdb.com/user/193738,Biscuit Dupanne,54,47,1
110,https://rgtdb.com/user/226270,Glen Thurgood,54,47,1
111,https://rgtdb.com/user/21787,Hakan Kutluca,53,48,1
112,https://rgtdb.com/user/53484,James Tobin,50,51,1
113,https://rgtdb.com/user/114811,Roberto Martí,49,52,1
114,https://rgtdb.com/user/206831,Edgaras Spiridonov,48,53,1
115,https://rgtdb.com/user/80375,Arnaud M. (m/c),48,53,1
116,https://rgtdb.com/user/96541,Carl Dickason,46,55,1
117,https://rgtdb.com/user/120170,Laurent Gonon,45,56,1
118,https://rgtdb.com/user/228469,Lea Marigaux,45,56,1
119,https://rgtdb.com/user/234437,Ama Amra,44,57,1
120,https://rgtdb.com/user/114609,Jorge  Roldán ,41,60,1
121,https://rgtdb.com/user/208041,Romain Choquet,40,61,1
122,https://rgtdb.com/user/69166,Ian Nguru,39,62,1
123,https://rgtdb.com/user/167006,Mike Murray,39,62,1
124,https://rgtdb.com/user/200597,Asbjørn May,38,63,1
125,https://rgtdb.com/user/16063,Sander Anders,36,65,1
126,https://rgtdb.com/user/40757,Moises Silva,36,65,1
127,https://rgtdb.com/user/93278,Zack  Welhouse ,35,66,1
128,https://rgtdb.com/user/240621,Pablo Vega,33,68,1
129,https://rgtdb.com/user/35568,Steeve Wall (m),33,68,1
130,https://rgtdb.com/user/223767,John Purnell,32,69,1
131,https://rgtdb.com/user/239358,Iain Craik(o),32,69,1
132,https://rgtdb.com/user/233599,Julien  Chtifou b,32,69,1
133,https://rgtdb.com/user/42929,Michael  Sendner ,31,70,1
134,https://rgtdb.com/user/219583,Dan Duffy,31,70,1
135,https://rgtdb.com/user/217466,Mike Niesten,30,71,1
136,https://rgtdb.com/user/183664,Marcoid Marabu,30,71,1
137,https://rgtdb.com/user/97222,Paulo Almeida,29,72,1
138,https://rgtdb.com/user/243235,Ben Revill,28,73,1
139,https://rgtdb.com/user/207064,Nuno Vicente,25,76,1
140,https://rgtdb.com/user/235036,Vincent Delmas,25,76,1
141,https://rgtdb.com/user/103388,Guillaume  Eynard ,24,77,1
142,https://rgtdb.com/user/17597,Kristof Novi (o),24,77,1
143,https://rgtdb.com/user/209233,Beat Blumenthal,23,78,1
144,https://rgtdb.com/user/235135,Michael Creighton,23,78,1
145,https://rgtdb.com/user/121774,Kette Rechts,22,79,1
146,https://rgtdb.com/user/233673,Julien Ouazri,22,79,1
147,https://rgtdb.com/user/123417,Mike Buckhurst,21,80,1
148,https://rgtdb.com/user/207359,Becky Evans pdq(w),21,80,1
149,https://rgtdb.com/user/123242,Hendrik Erkamp,20,81,1
150,https://rgtdb.com/user/62564,Paulo Duarte,18,83,1
151,https://rgtdb.com/user/121915,Emanuel Águas,17,84,1
152,https://rgtdb.com/user/173992,Milan  Guzijan,16,85,1
153,https://rgtdb.com/user/102657,Island Arnaud,15,86,1
